name,lat,lon,cuisine,tags,price_range,rating,city,address,review_count
Bai Wei,39.9554771,-75.1572987,chinese,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,1038 Race St,231
Earl of Sandwich,39.8768139466,-75.2398777179,sandwiches,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}""}",low,3.5,Philadelphia,"8500 Essington Ave, Terminal D, Philadelphia International Airport",81
Termini Bros Bakery,39.9530477103,-75.1590135265,bakeries,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,12th St & Filbert St,263
Capriotti Bros,40.0354067,-75.0439681,fruits & veggies,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,5.0,Philadelphia,7132 Frankford Ave,12
Jeisy Grilled Chicken,40.036142,-75.174734,barbeque,"{'delivery': 'None', 'takeout': 'None', 'outdoor': 'False', 'parking': 'False'}",medium,4.0,Philadelphia,5701 Germantown Ave,10
Green Basil Thai Kitchen,39.9413000709,-75.1472321594,thai,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,240 South St,74
Asadero los tios,40.0568875,-75.0154664,dominican,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': 'False'}",medium,4.5,Philadelphia,3087 Holme Ave,15
Fresh Gulf Seafood,39.920544,-75.188066,seafood,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': None, u'validated': False}""}",medium,4.0,Philadelphia,2528 S 24th St,32
7-Eleven,39.9820199478,-75.1560544968,coffee & tea,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",low,4.0,Philadelphia,1912 Liacouras Walk,5
Zio Pizza Palace & Grill,39.955065,-75.1541846,fast food,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,157 N 9th St,43
Authentic LanZhou Handpulled Noodles,39.9536866,-75.1561742,noodles,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.5,Philadelphia,935 Arch St,32
Ralphs Italian Restaurant,39.9400584,-75.1578655,italian,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}""}",medium,3.5,Philadelphia,760 S 9th St,653
Cucina Zapata,39.9542886,-75.1855377,thai,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,S 31st & Ludlow St,248
ACME Markets,40.0602797226,-75.0453370691,fashion,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,2.5,Philadelphia,8200 Roosevelt Blvd,10
Valerio Coffee Roasters,40.0252890632,-75.2227872271,coffee & tea,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,4373 Main St,34
In the Valley,39.929453,-75.1636243,wine bars,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,1615 E Passyunk Ave,73
El Guero  Mexican Food Truck,39.9797909,-75.1546781,mexican,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,5.0,Philadelphia,1256 W Montgomery Ave,7
Village Burger,39.9424508214,-75.1420305669,burgers,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,1.5,Philadelphia,401 S Columbus Blvd,16
Shing Kee,39.9346322655,-75.1551747608,noodles,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'None', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,4.0,Philadelphia,"600 Washington Ave, Ste 18 A",84
DK Sushi,39.9531984523,-75.1928739332,sushi bars,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'None', 'parking': 'None'}",medium,3.5,Philadelphia,3401 Walnut St,30
The Post,39.9524469799,-75.1836892962,bars,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,129 S 30th St,46
Fortune Chinese Restaurant,39.9444060526,-75.1728806172,chinese,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,3.5,Philadelphia,1828 S St,87
Uptown Grill Breakfast,39.9609427,-75.2412374,american (new),"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,38 S 60th St,10
New Napoli Famous Pizza,40.052735,-75.0804037,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,2.0,Philadelphia,911 Tyson Ave,5
Edible Arrangements,39.9495429,-75.1605067,gift shops,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",high,2.0,Philadelphia,120 S 12th St,33
Cold Stone Creamery,39.9781891509,-75.1193685896,ice cream & frozen yogurt,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,3.5,Philadelphia,2530 Aramingo Ave,24
Cappuccio's Meats,39.9370969,-75.1580723,meat shops,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,1019 S 9th St,45
JD's Soul Food Kitchen,39.9641219,-75.2043607,chicken wings,"{'delivery': 'None', 'takeout': 'None', 'outdoor': 'False', 'parking': 'False'}",medium,3.0,Philadelphia,4056 Lancaster Ave,19
Non Stop Pizza & Grille,40.022248,-75.0472798,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,3.5,Philadelphia,6601 Hegerman St,13
Frank's Spaghetti House,40.056184,-75.061858,italian,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}",medium,3.5,Philadelphia,7602 Castor Ave,43
Allegro Pizza,39.9514453,-75.2029159,sandwiches,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,3.0,Philadelphia,3942 Spruce St,221
Solly Pizza,40.0618594,-75.0520111,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,8108 Bustleton Ave,40
JetBlue,39.876019,-75.242969,airports,{},medium,3.5,Philadelphia,8500 Essington Ave,19
Applebee's Grill + Bar,39.993173,-75.092621,bars,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,2.5,Philadelphia,2535-37 Castor Ave,55
Fabio's Chicken Restaurant Takeout,40.0232879,-75.1237642,latin american,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,4805 N Front St,14
Little Kitchen,40.0000840441,-75.2284179916,thai,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}",medium,2.5,Philadelphia,5000 City Line Ave,50
Parada Maimon,39.9590025431,-75.1582302558,latin american,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}",low,4.5,Philadelphia,345 N 12th St,202
DoDo Bakery,39.9163107,-75.1659042976,coffee & tea,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}""}",low,4.5,Philadelphia,2653 S 11th St,12
ACME Markets,40.071813194,-75.1938728294,grocery,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",high,1.5,Philadelphia,7700 Crittenden St,14
Goree,40.0334671,-75.1159524,imported food,"{'delivery': 'True', 'takeout': 'None', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.5,Philadelphia,5514 Rising Sun Ave,19
Trattoria Carina,39.9488052,-75.1779537,american (traditional),"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.5,Philadelphia,2201 Spruce St,213
Al's Italiano Pizzeria & Ristorante,40.0605711,-75.0448466,delis,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,3.5,Philadelphia,8202 Roosevelt Blvd,23
ABV% Beverage,39.985543,-75.0957743,beer,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,5.0,Philadelphia,3421 Richmond St,5
Weavers Way Co-Op,40.0465949,-75.1960823,pets,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.5,Philadelphia,559 Carpenter Ln,54
Lee's Breakfast,40.0014002,-75.153227,breakfast & brunch,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,4.0,Philadelphia,3152 N Broad St,10
Coco's Cookies & Creamery,39.959605,-75.1950971,ice cream & frozen yogurt,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,4.5,Philadelphia,3632 Powelton Ave,13
Boricua Restaurant,39.968903,-75.141464,caribbean,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,5.0,Philadelphia,1149 N 3rd St,31
Bonks Bar,39.9863915,-75.0943523,seafood,"{'delivery': 'None', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,3467 Richmond St,35
Master Wok,39.982461,-75.156031,chinese,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'True', 'parking': 'False'}",low,3.5,Philadelphia,1934 Liacouras Walk,9
Tandoori Of India,39.922337,-75.164854,indian,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,1100 Jackson St,71
Jeni's Splendid Ice Creams,39.9708619,-75.134813,desserts,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{u'valet': False, u'garage': None, u'street': True, u'lot': None, u'validated': None}""}",medium,4.0,Philadelphia,"1322 Frankford Ave, Unit  101",16
Ace of Steaks,39.9126407143,-75.1728923991,cheesesteaks,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': 'False'}",medium,4.5,Philadelphia,3020 S Broad St,31
Sorrento's Pizza,40.038781,-75.149469,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,2.5,Philadelphia,1624 W Olney Ave,39
La Colombe Coffee,39.9506099,-75.172368,coffee & tea,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,130 S 19th St,614
Red Owl Tavern,39.9492805,-75.1489288,breakfast & brunch,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': True}""}",medium,3.5,Philadelphia,433 Chestnut St,618
Arbys Roast Beef,39.9788169932,-75.1191148148,sandwiches,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",low,2.5,Philadelphia,2560 Aramingo Ave,19
Mike's Hot Dog Cart,39.9223806,-75.1869289,food stands,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",low,5.0,Philadelphia,24th & Passyunk Ave,22
Claudio's Specialty Foods,39.9381953,-75.1582206,cheese shops,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.5,Philadelphia,924-26 S 9th St,148
Burger Lane,39.9973553,-75.1669794,burgers,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,2.0,Philadelphia,2805 N 22nd St,14
Ricky Cafe,39.9555927735,-75.1885843277,american (new),"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,4.0,Philadelphia,2-4 N 32nd St,5
Romano's Pizza Express,39.9952251,-75.1393742,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,2.5,Philadelphia,2901 N 5th St,24
Philly's Finest Pizza,40.0681765,-75.068702,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,4.5,Philadelphia,7962 Dungan Rd,23
MexiCali,39.954940073,-75.2023024894,mexican,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,38th & Walnut,50
7-Eleven,39.9492424097,-75.1739857577,coffee & tea,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,3.5,Philadelphia,226 W Rittenhouse Square,15
Subway,39.9824443591,-75.1559102741,sandwiches,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': 'False'}",low,1.5,Philadelphia,1936 Liacouras Walk,6
Feltonville Express Pizza,40.0236527,-75.1243229,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,2.0,Philadelphia,4812 Rising Sun Ave,26
Moore Beverage,39.9266145,-75.1560886,beer,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,601 Moore St,14
The Beer Store,40.0844192769,-74.9649981286,beer,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.5,Philadelphia,399 Franklin Mills Cir,25
Tsaocaa & sushi corner,39.942847,-75.159885,bubble tea,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': False, u'validated': False}""}",medium,4.0,Philadelphia,1042 South St,23
Justin's Snack Corner,39.9502962,-75.2266546,burgers,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,601 S 52nd St,7
La Marqueza - Food Truck,39.9610084469,-75.1666989129,mexican,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,Spring Garden St,23
Orchard Smoothie and Cafe,39.9349405,-75.1636927,cafes,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,3.0,Philadelphia,1200  S Federal St,34
Oxford Beverage,40.0664431362,-75.0835920506,beer,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,4.0,Philadelphia,7517 Oxford Ave,6
Giovanni's Pizzeria,40.0334795,-75.1758562,sandwiches,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,2.5,Philadelphia,5604 Greene St,46
Speedy Beverage Drive Thru,40.022363,-75.2092982,beer,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,4.0,Philadelphia,5408 Ridge Ave,12
Otolith Sustainable Seafood,39.9842403,-75.123013,seafood markets,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,5.0,Philadelphia,2133 Huntingdon St,10
Ippolito's Seafood,39.9049727,-75.1588247,grocery,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,3400 S Lawrence St,101
Chan's Halal Restaurant,39.9798334,-75.232945,asian fusion,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.0,Philadelphia,5500 Lancaster Ave,44
Trio Breakfast & Lunch,40.03145806,-75.1788476379,chinese,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,3.0,Philadelphia,5548 Wayne Ave,35
Carl's Vineland Farm Eggs,39.936779,-75.1581763,butcher,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{u'valet': False, u'garage': None, u'street': True, u'lot': False, u'validated': False}""}",high,3.5,Philadelphia,1031 S 9th St,8
Asian Garden,39.9576083,-75.2036365,chinese,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,3.0,Philadelphia,4047 Market St,10
Burger King,40.0879342598,-74.9671626596,fast food,"{'delivery': 'True', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",low,2.0,Philadelphia,90 Franklin Mills Blvd,19
Burger King,39.949709197,-75.1549760369,burgers,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': None, 'validated': False, 'lot': False, 'valet': False}""}",low,2.0,Philadelphia,15 S 8th St,32
TyeMeka's Soul Food,40.0381549,-75.1769466,soul food,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.5,Philadelphia,5920 Germantown Ave,27
Penang,39.954044,-75.15598,malaysian,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}",medium,3.5,Philadelphia,117 N 10th St,1112
Domino's Pizza,40.029773,-75.0994,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",low,2.5,Philadelphia,4600 Roosevelt Blvd,17
Cottman Beverage,40.0394453,-75.0342361,beer,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.0,Philadelphia,7544 Frankford Ave,5
Mommy Telly's Famous BBQ,39.9565322,-75.1891783,food trucks,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': 'False'}",medium,5.0,Philadelphia,23 N 33rd St,14
HipCityVeg,39.950774,-75.170397,burgers,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,127 S 18th St,1082
Foods On First,39.954879,-75.1644704,sandwiches,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,3.5,Philadelphia,1429 Arch St,96
African Small Pot,39.9255169287,-75.2345210196,senegalese,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': None, 'street': True, 'validated': None, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,6505 Woodland Ave,49
Marrakesh,39.9420436,-75.1495102,mediterranean,"{'delivery': 'None', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.5,Philadelphia,517 S Leithgow St,659
Chickie's & Pete's,39.9114175,-75.1745111,seafood,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}""}",medium,3.5,Philadelphia,1526 Packer Ave,590
